OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,PARKNAME,x,y
250,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,61a95dbe-8cf2-4cee-9ad0-0df3023943ab,255,GRPO,Grand Portage National Monument,12/14/2009 12:00:00 AM,MN,MW,644333,National Monument,Lands,Grand Portage,-9987001.2194,6105114.075
251,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,a4c0a2c8-a001-49ea-889c-176f9a9abbd9,256,HSTR,Harry S Truman National Historic Site,12/28/2022 2:07:04 PM,MO,MW,2463113,National Historic Site,Lands,Harry S Truman,-10523121.093,4707532.1428
252,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,62a5a6d4-3bb6-4208-88ec-da8d56b2f5bb,257,HEHO,Herbert Hoover National Historic Site,6/30/2019 12:00:00 AM,IA,MW,457629,National Historic Site,Lands,Herbert Hoover,-10169312.564,5111356.8577
253,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,e822a061-f406-4acf-acba-d03f55a7fd60,259,HOME,Homestead National Historical Park,12/14/2017 12:00:00 AM,NE,MW,830099,National Historical Park,Lands,Homestead,-10779336.5459,4907991.337
254,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,5b10e047-292b-415f-a670-18e2e704cf1e,261,PIRO,Pictured Rocks National Lakeshore,9/15/2020 12:00:00 AM,MI,MW,634820,National Lakeshore,Lands,Pictured Rocks,-9615649.4514,5868653.3432
255,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,b665833b-fc0c-47bb-a466-5662e41f5768,262,RIRA,River Raisin National Battlefield Park,2/27/2018 12:00:00 AM,MI,MW,2733434,National Battlefield Park,Lands,River Raisin,-9281409.0303,5147909.2205
256,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10c66ad3-825e-4e99-8648-44b72e104aaf,263,LECL,Lewis and Clark National Historic Trail,1/13/2017 12:00:00 AM,IL,MW,2733427,National Trails System,Lands,Lewis and Clark,-10667985.9341,4962922.4366
257,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,87acb3b4-4376-4cdc-a9f7-13834a6a7fbb,264,RRBH,Ronald Reagan Boyhood Home National Historic Site,1/3/2013 12:00:00 AM,IL,MW,2733441,National Historic Site,Lands,Ronald Reagan Boyhood Home,-9960888.4576,5136479.8082
258,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,3b262f1c-fdd1-438d-ab0b-144477f39abe,265,LIBO,Lincoln Boyhood National Memorial,3/3/2016 12:00:00 AM,IN,MW,446882,National Memorial,Lands,Lincoln Boyhood,-9684444.5653,4596219.1715
259,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,9f48e6cb-0a2c-431f-8cb2-07fa90cefa1a,267,GERO,George Rogers Clark National Historical Park,8/18/2010 12:00:00 AM,IN,MW,447197,National Historical Park,Lands,George Rogers Clark,-9744403.0668,4675797.5034
260,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,26d6fd1c-e137-4685-8a1a-662a95528ab2,268,LIHO,Lincoln Home National Historic Site,6/6/2017 12:00:00 AM,IL,MW,1821086,National Historic Site,Lands,Lincoln Home,-9979251.0864,4836510.2248
261,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,508318d4-69fb-436b-b8bc-65e5e7a2ef30,269,OZAR,Ozark National Scenic Riverways,8/26/2022 9:55:50 AM,MO,MW,751466,National River,Lands,Ozark,-10166148.3541,4472948.9531
262,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,078e6887-33d9-42a0-ba90-7e3d8efb34ae,270,SCBL,Scotts Bluff National Monument,8/13/2012 12:00:00 AM,NE,MW,833315,National Monument,Lands,Scotts Bluff,-11544620.1132,5136293.777
263,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,fa2474e8-6338-47a0-81fe-b1b035c7e9cb,271,AGFO,Agate Fossil Beds National Monument,11/27/2012 12:00:00 AM,NE,MW,826917,National Monument,Lands,Agate Fossil Beds,-11550417.1857,5224436.2918
264,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,85c12da5-1f80-4c4f-baff-3559dcf11f32,273,PEVI,Perry's Victory and International Peace Memorial,9/1/2010 12:00:00 AM,OH,MW,1082175,National Memorial,Lands,Perry's Victory & International Peace,-9218367.9038,5109426.835
265,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,b1e121d7-48ec-4840-8654-95d26a14c374,274,WIHO,William Howard Taft National Historic Site,8/23/2019 12:00:00 AM,OH,MW,1888973,National Historic Site,Lands,William Howard Taft,-9407364.2605,4738838.1128
266,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,98acc3a9-e980-4d33-b515-262f37a2ce8f,275,PIPE,Pipestone National Monument,8/30/2022 12:32:54 PM,MN,MW,649530,National Monument,Lands,Pipestone,-10722822.1815,5467611.9136
267,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,d1750a45-2308-4f3c-814c-7dc0a8ab41b4,276,SACN,Saint Croix National Scenic Riverway,6/24/2024 12:00:00 AM,MN,MW,1888958,National Wild & Scenic River,Lands,Saint Croix,-10243304.5721,5785052.0742
268,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,d2b9599f-9801-462f-8f88-3c36a90bb122,277,MISS,Mississippi National River and Recreation Area,5/10/2018 12:00:00 AM,MN,MW,1888944,National River,Lands,Mississippi,-10366918.0795,5608090.1607
269,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,a0a0f3dd-0c51-4ee0-afda-75a3c837370d,278,LOSA,Lower Saint Croix National Scenic Riverway,4/18/2022 12:00:00 AM,MN,MW,2738286,National Wild & Scenic River,Lands,Lower Saint Croix,-10325140.8498,5658429.5121
270,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,f6dcdb50-1f2c-40eb-864a-901093a68f83,280,ULSG,Ulysses S. Grant National Historic Site,7/1/2008 12:00:00 AM,MO,MW,2733425,National Historic Site,Lands,Ulysses S Grant,-10057904.5692,4657677.106
271,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,2ea1b265-7434-41b7-8607-e1c379c21560,281,VOYA,Voyageurs National Park,8/15/2016 12:00:00 AM,MN,MW,660491,National Park,Lands,Voyageurs,-10339971.9361,6184680.5657
272,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,6099e73a-e400-42b0-8f84-a03481594aa4,282,MIMI,Minuteman Missile National Historic Site,2/3/2020 12:00:00 AM,SD,MW,2733442,National Historic Site,Lands,Minuteman Missile,-11343565.2305,5441423.6602
273,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,967801ff-cdcd-4298-a582-63b2568d46ff,283,BITH,Big Thicket National Preserve,12/14/2023 12:00:00 AM,TX,IM,1888902,National Preserve,Lands,Big Thicket,-10502642.4999,3564782.8514
274,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,8ba33390-7738-48be-9bc5-f4275c97eb1d,284,CARI,Cane River Creole National Historical Park,7/28/2009 12:00:00 AM,LA,SE,2733428,National Historical Park,Lands,Cane River Creole,-10353405.9749,3719420.6872
275,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,1c1fe04f-f21c-4906-8a4a-95e5e0ca0128,285,JAZZ,New Orleans Jazz National Historical Park,11/8/2017 12:00:00 AM,LA,SE,2035602,National Historical Park,Lands,New Orleans Jazz,-10026263.7331,3498809.7299
276,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,5bb79e91-0d1c-41d6-a7d4-be2856cf0538,287,ARPO,Arkansas Post National Memorial,12/13/2010 12:00:00 AM,AR,MW,2733432,National Memorial,Lands,Arkansas Post,-10168730.2429,4031608.3443
277,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,8f7dc150-d31a-449f-962a-d021c897aa48,288,BAND,Bandelier National Monument,3/13/2024 12:00:00 AM,NM,IM,928874,National Monument,Lands,Bandelier,-11834676.438,4270982.2039
278,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,f40ad536-c988-4911-940c-b3b3f865c8f8,289,BIBE,Big Bend National Park,1/9/2018 12:00:00 AM,TX,IM,1377082,National Park,Lands,Big Bend,-11487512.9211,3418204.8672
279,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,25ed417d-c247-418a-92a1-dbbec7694690,290,CAVO,Capulin Volcano National Monument,7/22/2004 12:00:00 AM,NM,IM,936867,National Monument,Lands,Capulin Volcano,-11574227.485,4408715.375
280,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,f934cad4-1fbe-42b3-beba-a7207eedca7e,291,CAVE,Carlsbad Caverns National Park,6/22/2017 12:00:00 AM,NM,IM,904780,National Park,Lands,Carlsbad Caverns,-11644158.3809,3779082.4235
281,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,4b6745a5-bb4f-4b61-9cfe-1385c9056959,292,GUMO,Guadalupe Mountains National Park,3/15/2023 2:00:07 PM,TX,IM,1377201,National Park,Lands,Guadalupe Mountains,-11677504.1953,3751090.3839
282,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,8d10c2cb-f5c8-4f66-8ff0-a32877267db5,293,CHAM,Chamizal National Memorial,6/17/2024 12:00:00 AM,TX,IM,1888906,National Memorial,Lands,Chamizal,-11850488.5898,3732780.5853
283,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,7b976ef2-d79d-4671-bbf5-183754c72e2d,294,FODA,Fort Davis National Historic Site,4/27/2018 12:00:00 AM,TX,IM,1357585,National Historic Site,Lands,Fort Davis,-11565508.1057,3580799.8382
284,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,82eb76ab-fb47-479b-9855-86921e70a105,295,FOUN,Fort Union National Monument,5/15/2007 12:00:00 AM,NM,IM,889156,National Monument,Lands,Fort Union,-11689889.0396,4287881.5645
285,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,6cc1d17e-4677-4ad8-9894-145314894a9f,296,GICL,Gila Cliff Dwellings National Monument,1/23/2024 12:00:00 AM,NM,IM,928945,National Monument,Lands,Gila Cliff Dwellings,-12052838.978,3925450.6536
286,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,4bd2df88-f038-4365-aa6a-fb47fd1b24c6,297,SAPU,Salinas Pueblo Missions National Monument,11/26/2013 12:00:00 AM,NM,IM,936877,National Monument,Lands,Salinas Pueblo Missions,-11809908.1335,4063730.7031
287,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,e9ecb7bb-d456-42dd-8b86-18755794bc24,298,HOSP,Hot Springs National Park,6/15/2020 12:00:00 AM,AR,MW,56796,National Park,Lands,Hot Springs,-10356049.0943,4100079.932
288,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,11a873d7-5a10-4806-834c-d7c16978a63c,299,CHSC,Little Rock Central High School National Historic Site,5/8/2018 12:00:00 AM,AR,MW,2091841,National Historic Site,Lands,Little Rock Central High School,-10274770.742,4128232.2041
289,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,3f62c46f-cd08-4634-8290-778421b9d2e7,300,FOSM,Fort Smith National Historic Site,3/14/2017 12:00:00 AM,AR,MW,56686,National Historic Site,Lands,Fort Smith,-10512017.6321,4216815.1097
290,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,33a68269-459f-4339-a265-4fbf40ac5358,301,PERI,Pea Ridge National Military Park,9/22/2023 12:00:00 AM,AR,MW,53246,National Military Park,Lands,Pea Ridge,-10467359.8281,4363081.0552
291,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,18cc1d1b-f234-4a5d-9201-1697ae066e16,302,BUFF,Buffalo National River,8/22/2023 12:23:48 PM,AR,MW,74272,National River,Lands,Buffalo,-10387206.0782,4306130.9428
292,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,5f9f849e-9e30-451f-be39-d09113d2c56f,303,LYJO,Lyndon B. Johnson National Historical Park,6/23/2017 12:00:00 AM,TX,IM,1888941,National Historical Park,Lands,Lyndon B Johnson,-10978900.2858,3535936.5018
293,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,15376027-7003-400d-ae53-10000661c65e,304,AZRU,Aztec Ruins National Monument,6/22/2017 12:00:00 AM,NM,IM,885961,National Monument,Lands,Aztec Ruins,-12022697.4099,4416200.7664
294,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,1295bc56-7d38-4e12-8426-0a0c31549258,305,CACH,Canyon de Chelly National Monument,12/14/2010 12:00:00 AM,AZ,IM,44981,National Monument,Lands,Canyon de Chelly,-12171681.8049,4313571.756
295,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,c85d6f9a-5358-4297-825c-7e4e56f01515,306,CHCU,Chaco Culture National Historical Park,12/11/2017 12:00:00 AM,NM,IM,936878,National Historical Park,Lands,Chaco Culture,-12017845.5792,4305303.3982
296,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,f826c35f-0d6e-4f88-bf34-977fe2432482,307,ELMO,El Morro National Monument,12/11/2006 12:00:00 AM,NM,IM,906062,National Monument,Lands,El Morro,-12061068.4481,4169175.8443
297,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,cc2212ee-a998-4855-9495-f99173ad7868,308,HUTR,Hubbell Trading Post National Historic Site,5/13/2008 12:00:00 AM,AZ,IM,6092,National Historic Site,Lands,Hubbell Trading Post,-12196158.7973,4260417.942
298,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,2effab26-b812-4116-90e0-07d52dd88724,309,NAVA,Navajo National Monument,7/13/2009 12:00:00 AM,AZ,IM,8538,National Monument,Lands,Navajo,-12304840.865,4395358.7724
299,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,114512f3-0872-41cf-92b4-b51da8824734,310,WACA,Walnut Canyon National Monument,2/12/2018 12:00:00 AM,AZ,IM,35848,National Monument,Lands,Walnut Canyon,-12412520.9333,4186538.7465
300,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,edb20d26-39b8-4bd3-b5cd-c2913b149114,312,WUPA,Wupatki National Monument,2/6/2018 12:00:00 AM,AZ,IM,38197,National Monument,Lands,Wupatki,-12401642.1039,4240911.3301
301,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,f8c2584b-6c17-496a-9a98-fe6c80a37e4c,313,PAIS,Padre Island National Seashore,7/26/2018 12:00:00 AM,TX,IM,1383785,National Seashore,Lands,Padre Island,-10835958.9218,3086764.5824
302,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,3d4c0f22-bb71-4978-ae4c-d4d1d9fe001d,315,CHIC,Chickasaw National Recreation Area,3/29/2018 12:00:00 AM,OK,IM,1101907,National Recreation Area,Lands,Chickasaw,-10797733.2752,4090131.9138
303,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,8fe6dc1d-9ce4-48ab-8715-43cafdd4630e,317,LAMR,Lake Meredith National Recreation Area,11/25/2019 12:00:00 AM,TX,IM,1384770,National Recreation Area,Lands,Lake Meredith,-11322228.421,4245876.0843
304,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,dc83f091-5ef4-4902-b354-02ea4dd6603e,318,ALFL,Alibates Flint Quarries National Monument,11/25/2019 12:00:00 AM,TX,IM,1377214,National Monument,Lands,Alibates Flint Quarries,-11317803.4038,4243268.3782
305,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,ad68bd6c-9b77-42fe-bef3-08a7f8522d27,319,RIGR,Rio Grande Wild and Scenic River,3/22/2018 12:00:00 AM,TX,IM,2766087,National Wild & Scenic River,Lands,Rio Grande,-11413890.3544,3472449.1789
306,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,2b2cae7e-c0e5-43ca-8201-cf0ec908de02,320,PETR,Petroglyph National Monument,3/13/2023 2:29:14 PM,NM,IM,920404,National Monument,Lands,Petroglyph,-11882837.9769,4182923.655
307,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,81574645-7484-472f-98a5-02494c9d123f,321,SAAN,San Antonio Missions National Historical Park,6/24/2021 12:00:00 AM,TX,IM,1377039,National Historical Park,Lands,San Antonio Missions,-10959924.3073,3418064.3903
308,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,078c822d-5aae-43cf-a188-b238debf25b2,323,WABA,Washita Battlefield National Historic Site,3/25/2022 12:00:00 AM,OK,IM,1946144,National Historic Site,Lands,Washita Battlefield,-11099051.8234,4248574.5894
309,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,9fb16592-92de-4dac-9efd-431fbf30ae8a,324,WHSA,White Sands National Park,3/15/2023 2:40:32 PM,NM,IM,914261,National Park,Lands,White Sands,-11836151.0628,3864122.1483
310,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,983e5a78-1c2e-43a3-a9aa-2c11aad1232a,325,ELMA,El Malpais National Monument,9/14/2023 11:22:35 AM,NM,IM,1888913,National Monument,Lands,El Malpais,-12020027.5646,4134871.0215
311,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,d471491f-8319-408e-9da5-7d0a0f4bb45a,326,POPO,Poverty Point National Monument,12/18/2013 12:00:00 AM,LA,SE,1888953,National Monument,Region,Poverty Point,-10175304.977,3846948.5082
312,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,b4255eb7-c240-4f40-9241-e96077a314ad,328,PAAL,Palo Alto Battlefield National Historical Park,9/14/2020 12:00:00 AM,TX,IM,1888952,National Historical Park,Lands,Palo Alto Battlefield,-10849525.503,3002023.443
313,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,32eb6d66-09db-4ac0-a79d-57b7577d4e1c,329,CABR,Cabrillo National Monument,3/18/2024 12:00:00 AM,CA,PW,255957,National Monument,Lands,Cabrillo,-13051207.3377,3851875.438
314,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,eb398efc-a3c3-4dfa-8cec-c761e95c14e7,330,CHIS,Channel Islands National Park,12/17/2020 12:00:00 AM,CA,PW,1662323,National Park,Lands,Channel Islands,-13325630.3158,4031291.6418
315,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,cb667198-e823-4b35-94fe-d7aa08e5a6d2,331,DEVA,Death Valley National Park,1/22/2020 12:00:00 AM,CA,PW,857501,National Park,Lands,Death Valley,-13039831.8629,4378898.2461
316,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,2d808d2e-b8e0-49a9-a4b0-147558fb29ae,332,GOGA,Golden Gate National Recreation Area,6/25/2024 12:00:00 AM,CA,PW,255952,National Recreation Area,Lands,Golden Gate,-13657521.1096,4571919.2387
317,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,c5d91711-e205-46f3-8231-758c11994d2d,333,KALA,Kalaupapa National Historical Park,1/15/2009 12:00:00 AM,HI,PW,365030,National Historical Park,Lands,Kalaupapa,-17472315.9593,2414822.9227
318,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,5c3a361d-b8b8-4ae5-ae1e-5ee54242549b,334,FOPO,Fort Point National Historic Site,2/24/2010 12:00:00 AM,CA,PW,1655639,National Historic Site,Lands,Fort Point,-13633679.203,4552414.2095
319,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,3dc45a69-888f-499e-929e-27294eb6feb3,335,EUON,Eugene O'Neill National Historic Site,5/14/2009 12:00:00 AM,CA,PW,1888915,National Historic Site,Lands,Eugene O'Neill,-13584031.8256,4554933.7947
320,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,22728ee6-7ec1-4c50-a575-d13fb5a9a5c0,336,GRCA,Grand Canyon National Park,1/8/2021 12:00:00 AM,AZ,IM,23866,National Park,Lands,Grand Canyon,-12501145.2504,4343345.1718
321,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,1d9d83fd-7ac9-43e8-adaa-f61f363bed0f,337,PUHO,Pu'uhonua o Honaunau National Historical Park,1/13/2012 12:00:00 AM,HI,PW,358732,National Historical Park,Lands,Pu`uhonua O Honaunau,-17354674.347,2203152.838
322,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,1e6b9d0a-3d39-4207-8544-c360b5acb38a,339,HAVO,Hawai'i Volcanoes National Park,3/3/2022 12:00:00 AM,HI,PW,365210,National Park,Lands,Hawaii Volcanoes,-17281187.0961,2190652.74
323,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,1b1c82e6-cb7c-4539-873e-804249ceb555,340,PUHE,Pu'ukohola Heiau National Historic Site,6/18/2008 12:00:00 AM,HI,PW,1877550,National Historic Site,Lands,Puukohola Heiau,-17345879.8528,2276296.9753
324,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,52a16c2b-8d35-4a96-a4a6-2e4dcc3928c7,341,KAHO,Kaloko-Honokohau National Historical Park,5/8/2019 12:00:00 AM,HI,PW,1879023,National Historical Park,Lands,Kaloko-Honokohau,-17369288.6296,2234956.33
325,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,a786728b-3d18-475c-8052-006e554c7312,342,JOTR,Joshua Tree National Park,6/13/2019 12:00:00 AM,CA,PW,277261,National Park,Lands,Joshua Tree,-12907861.6508,4015294.1611
326,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,afecedd2-3e67-4dbc-a9a2-76542ed04231,343,LAKE,Lake Mead National Recreation Area,3/17/2023 12:00:00 AM,AZ,PW,858265,National Recreation Area,Lands,Lake Mead,-12732782.8129,4334324.1395
327,10/2/2024 9:10:05 AM,NPS_WASO_LANDS,10/2/2024 9:10:05 AM,NPS_WASO_LANDS,a1144f0e-3a34-4d1c-baf9-f2ec465d029f,345,LAVO,Lassen Volcanic National Park,8/19/2015 12:00:00 AM,CA,PW,262325,National Park,Lands,Lassen Volcanic,-13514702.9903,4938449.7783
328,10/2/2024 9:10:05 AM,NPS_WASO_LANDS,10/2/2024 9:10:05 AM,NPS_WASO_LANDS,650c754e-cb48-41bf-8d38-5058c57b04ba,346,LABE,Lava Beds National Monument,9/6/2011 12:00:00 AM,CA,PW,262358,National Monument,Lands,Lava Beds,-13527694.8508,5125320.3893
329,10/2/2024 9:10:05 AM,NPS_WASO_LANDS,10/2/2024 9:10:05 AM,NPS_WASO_LANDS,5403bc4d-183b-4678-9273-91c1e44b47f5,347,GRBA,Great Basin National Park,9/10/2009 12:00:00 AM,NV,PW,862430,National Park,Lands,Great Basin,-12717613.7725,4711247.5826
330,10/2/2024 9:10:05 AM,NPS_WASO_LANDS,10/2/2024 9:10:05 AM,NPS_WASO_LANDS,4b390435-d1c2-446c-8832-66c3c08e241a,348,PEFO,Petrified Forest National Park,3/13/2023 2:26:29 PM,AZ,IM,23864,National Park,Lands,Petrified Forest,-12219836.2449,4154516.5706
331,10/2/2024 9:10:05 AM,NPS_WASO_LANDS,10/2/2024 9:10:05 AM,NPS_WASO_LANDS,71a8184a-2a92-41c8-9460-fa850fe2d9e5,349,PINN,Pinnacles National Park,2/5/2014 12:00:00 AM,CA,PW,247533,National Park,Lands,Pinnacles,-13488958.8512,4366231.7923
332,10/2/2024 9:10:05 AM,NPS_WASO_LANDS,10/2/2024 9:10:05 AM,NPS_WASO_LANDS,783ae0db-0930-4234-b441-8fb935bef263,350,REDW,Redwood National Park,9/16/2023 10:09:35 AM,CA,PW,277109,National Park,Lands,Redwood,-13804113.272,5053375.8141
